NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
Brooklin,Infrastructure,Infrastructure,N/A,Streaming & Messaging (open source),"An extensible distributed system for reliable nearline data streaming at 
scale - GitHub - linkedin/brooklin: An extensible distributed system for 
reliable nearline data streaming at scale",https://github.com/linkedin/brooklin,FirstMark,,,,,,
NiFi,Infrastructure,Infrastructure,N/A,Streaming & Messaging (open source),"An easy to use, powerful, and reliable system to process and distribute data.",https://nifi.apache.org/,FirstMark,,,,,,
Pulsar,Infrastructure,Infrastructure,N/A,Streaming & Messaging (open source),"Cloud-Native, Distributed Messaging and Streaming",https://pulsar.apache.org/,FirstMark,,,,,,
RocketMQ,Infrastructure,Infrastructure,N/A,Streaming & Messaging (open source),"RocketMQ 5.0: A cloud-native ""messaging, eventing, streaming"" real-time data processing platform, covering cloud-edge-device collaboration scenarios",https://rocketmq.apache.org/,FirstMark,,,,,,
Ambari,Infrastructure,Infrastructure,N/A,Infrastructure Open Source,"The Apache Ambari project is aimed at making Hadoop management simpler by developing software for provisioning, managing, and monitoring Apache Hadoop clusters.",https://ambari.apache.org/,FirstMark,,,,,,
Argo,Infrastructure,Infrastructure,N/A,Infrastructure Open Source,"Open source Kubernetes native workflows, events, CI and CD",https://argoproj.github.io/,FirstMark,,,,,,
Apache Mesos,Infrastructure,Infrastructure,N/A,Infrastructure Open Source,"Apache Mesos abstracts CPU, memory, storage, and other compute resources away from machines (physical or virtual), enabling fault-tolerant and elastic distributed systems to easily be built and run effectively.",https://mesos.apache.org/,FirstMark,,,,,,
ZooKeeper,Infrastructure,Infrastructure,N/A,Infrastructure Open Source,Apache ZooKeeper is an effort to develop and maintain an open-source server which enables highly reliable distributed coordination.,https://zookeeper.apache.org/,FirstMark,,,,,,
TensorRT,Infrastructure,Infrastructure,N/A,"ML Platform, open source","Helps developers to optimize inference, reduce latency, and deliver high 
throughput for inference applications.",https://developer.nvidia.com/tensorrt,FirstMark,,,,,,
Baseten,Infrastructure,Infrastructure,N/A,ML Platform,"Baseten makes going from machine learning models to production-grade applications fast and easy. With Baseten, data science and machine learning teams can ship full-stack ML applications without backend, frontend, or MLOps knowledge, enabling faster, smarter decision-making at their organizations. It was founded in 2019 and is based in San Francisco, California.",https://www.baseten.co/,Firstmark 2023,,,,,,
Modular,Infrastructure,Infrastructure,N/A,ML Platform,"Modular offers a platform that unifies popular AI framework frontends via modular, “composable” common components. The company aims to let developers plug in custom hardware to train AI systems and deploy those systems to edge devices or servers. It was founded in 2022 and is based in San Francisco, California.",https://www.modular.com/,Firstmark 2023,,,,,,
bytehub,ML Powered Tool,Data Analytics for Business Decisions,N/A,Autonomous Vehicles,"Analyse drone inspection data automatically: get accurate information 
without sorting through thousands of images.",https://www.bytehub.ai/,FirstMark,,,,,,
Operand,ML Powered Tool,Data Analytics for Individual Decisions,N/A,Search,"* A personal search engine for everyone.
- A Chrome extension which indexes everything you read online. Never miss anything important again.",www.operand.ai,ScaleVP,,,,,,
Hive,ML Powered Tool,Process Automation,N/A,Many pre-trained models,"Hive's APIs enable developers to integrate pre-trained AI models that 
address technically challenging content understanding needs into their 
applications.",https://thehive.ai/,FirstMark,,,,,,
Rephrase AI,ML Powered Tool,Process Automation,N/A,Chatbot/Avatar,Humanize communication with digital avatars,https://www.rephrase.ai/,BWGAI,,,,,,
excelformulabot,ML Powered Tool,Process Automation,N/A,Coding,Transform your text instructions into Excel formulas in seconds with the help of AI.,https://excelformulabot.com/,BWGAI,,,,,,
DeepGenX,ML Powered Tool,Process Automation,N/A,Coding,"* Level up your Coding with CodeGenX
- We are thrilled to announce CodeGenX! A Code Generation system powered bya rtificial intelligence!",https://www.deepgenx.com/,ScaleVP,,,,,,
AiXcoder,ML Powered Tool,Process Automation,N/A,Coding,* Local model only AI pair programmer,www.aixcoder.com,ScaleVP,,,,,,
AskCodi,ML Powered Tool,Process Automation,N/A,Coding,"* Write [CODE] Faster. Easier. Better.
- AskCodi is made keeping in mind the needs of developers to avoid redundant tasks, therefore resulting in less time spent on development and more time to execute.",www.askcodi.com,ScaleVP,,,,,,
Kite,ML Powered Tool,Process Automation,N/A,Coding,"* Code Faster. Stay in Flow.
- Kite adds AI powered code completions to your code editor, giving developers superpowers.",www.kite.com,ScaleVP,,,,,,
Replit,ML Powered Tool,Process Automation,N/A,Coding,"* Code, create, and learn together
- Use our free, collaborative, in-browser IDE to code in 50+ languages — without spending a second on setup.",www.replit.com,ScaleVP,,,,,,
K-Explorer,ML Powered Tool,Process Automation,N/A,Coding,"* Your AI Dev Buddy
- A search code engine and code assist that sharpens developer’s productivity.",,ScaleVP,,,,,,
Codiga,ML Powered Tool,Process Automation,N/A,Coding,"* Developer Productivity Unleashed
- Your personal Coding Assistant and Automated Code Review",www.codiga.io,"ScaleVP, BWGAI",,,,,,
Tabnine,ML Powered Tool,Process Automation,N/A,Coding,"* AI Assistant For Software Developers
- Code Faster With Whole-Line & Full-Function Code Completions",www.codota.com,"ScaleVP, BWGAI",,,,,,
AutoRegex,ML Powered Tool,Process Automation,N/A,Coding,"* Effortless conversions from English <> Regex
- Regex is difficult to write and comprehend to the average human. This website uses artificial intelligence to automate this task by translating back and forth between English and RegEx",www.autoregex.xyz,"ScaleVP, BWGAI",,,,,,
AI2SQL,ML Powered Tool,Process Automation,N/A,Coding,"* Write SQL in seconds
- With AI2sql, engineers and non-engineers can easily write efficient, error-free SQL queries without knowing SQL. It's time to take back your time!",https://www.ai2sql.io/,"ScaleVP, BWGAI",,,,,,
Warp,ML Powered Tool,Process Automation,N/A,Coding (Terminal,"Our GPT-3 powered AI search will convert natural language into executable shell commands. It's like GitHub Copilot, but for the terminal.",https://www.warp.dev/,BWGAI,,,,,,
SenseTime,ML Powered Tool,Process Automation,N/A,Computer Vision,"SenseTime is a leading global AI company that develops AI technologies. We 
provide AI software across industries in smart city, smart business, smart 
life and smart auto.",http://www.sensetime.com,FirstMark,,,,,,
Cloudwalk,ML Powered Tool,Process Automation,N/A,Computer Vision,"focusing on the four major business areas of smart finance, smart governance, smart travel and smart commerce, it provides personalized and scene-based , industrialized intelligent services, and a more efficient man-machine collaborative operating system and solution provider.",http://www.cloudwalk.cn,FirstMark,,,,,,
Prophesee (fka Chronocam),ML Powered Tool,Process Automation,N/A,Computer Vision,Neuomorphic computer vision systems,https://www.prophesee.ai/,FirstMark,,,,,,
SoundHound,ML Powered Tool,Process Automation,N/A,Conversational AI,Voice AI With Dynamic Interaction™ Is Here,http://www.soundhound.com,FirstMark,,,,,,
UIB,ML Powered Tool,Process Automation,N/A,Conversational AI,"With our patented omnichannel messaging solutions, UIB makes human-to-machine communications simple. When your users chat with your UIB Conversational AI solution, you’re always there to clarify, help, and follow up as needed with a human touch.",uib.ai,CAI,,,,,,
Houndify,ML Powered Tool,Process Automation,N/A,Conversational AI,"Voice AI interfaces for hardware devices, services, vehicles, mobile apps, 
and more powered by SoundHound's conversational intelligence solutions",houndify.com,CAI,,,,,,
Coqui,ML Powered Tool,Process Automation,N/A,Conversational AI (open source),"Coqui, a startup providing open speech tech for everyone 🐸 - coqui",github.com/coqui-ai,CAI,,,,,,
qBox,ML Powered Tool,Process Automation,N/A,Conversational AI analytics,"QBox is the leading chatbot performance management & testing solution used 
to test, understand and fix NLP chatbots simply and efficiently.",qbox.ai,CAI,,,,,,
Brain Technologies,ML Powered Tool,Process Automation,N/A,Customer Experience (Check Out),"Just as Google set out to make the world's information accessible through search in 1998, Brain Technologies wants to organize the world's software and make it accessible with natural-language processing. Using Natural, Brain’s proprietary interface, just say what you need and you’re connected to the right app. Launched in 2021, Natural lets users buy anything from any app without first opening them individually. Ordering sushi, for example, is as easy as saying """"order sushi"""" and all nearby options appear. Tap the preferred restaurant, pay with Apple Pay and Natural picks the fastest or cheapest delivery option based on user preferences. Brain receives a commission from each transaction.""",,FORBES50,,,,,,
Amazon Rekognition,ML Powered Tool,Process Automation,N/A,Document Processing,"Amazon Rekognition automates image and video analysis for your applications 
and is easy to implement without machine learning (ML) experience.",https://aws.amazon.com/rekognition/,FirstMark,,,,,,
Netra,ML Powered Tool,Process Automation,N/A,Document Processing,"Netra is an Artificial Intelligence Company that uses Computer Vision to 
empower data science, machine learning, and product teams to harness 
content comprehension at scale to build innovative models to create and 
capture value.",https://netra.io/,FirstMark,,,,,,
Super AI,ML Powered Tool,Process Automation,N/A,Document Processing,"Automate business processes end-to-end with guaranteed results using 
super.AI Intelligent Document Processing (IDP). Quickly turn any 
unstructured data into an AI application.",http://super.ai,FirstMark,,,,,,
Amazon Comprehend,ML Powered Tool,Process Automation,N/A,Document Processing,"Amazon Comprehend is a natural-language processing (NLP) service that uses 
machine learning (ML) to uncover information in unstructured data and text 
within documents.",https://aws.amazon.com/comprehend/?c=ml&sec=srv,FirstMark,,,,,,
Cortical.io,ML Powered Tool,Process Automation,N/A,Document Processing,"Cortical.io delivers AI-based solutions that streamline the extraction, 
classification, review and analysis of information hidden in unstructured 
text while providing short time to value.",https://cortical.io/,FirstMark,,,,,,
Amazon Translate,ML Powered Tool,Process Automation,N/A,Document Processing,"Amazon Translate, a neural machine translation service, uses deep learning 
to deliver more accurate and natural translation than traditional 
algorithms.",https://aws.amazon.com/translate/,FirstMark,,,,,,
HyperScience,ML Powered Tool,Process Automation,N/A,Document Processing,"Hyperscience helps you automate your document processes and turn 
unstructured content into structured actionable data. Find out more!",https://hyperscience.com/,FirstMark,,,,,,
Mindee,ML Powered Tool,Process Automation,N/A,Document Processing,"Mindee develops API-based products for instantly extracting information 
from any kind of image and transforming it into usable data. Try for free 
now.",https://mindee.com/,FirstMark,,,,,,
Vidado,ML Powered Tool,Process Automation,N/A,Document Processing,"SS&C Chorus Document Automation guarantees 90%+ accuracy across all data 
types - including handwriting and low-quality machine print. 250+ 
production workflows and 300M pages processed in 2019 makes SS&C Chorus 
Document Automation the data extraction leader and allows enterprises to 
optimize their existing workflows and address new ones inaccessible by OCR.",https://vidado.ai/,FirstMark,,,,,,
AntWorks,ML Powered Tool,Process Automation,N/A,Document Processing,"Really Intelligent Document Processing Global enterprises use CMR+ to 
process millions of documents in various structured and unstructured 
formats. Forms, handwritten notes, images, tables, signatures and more; our 
solution can tackle the most complex use cases. Used and trusted by 
No-Nonsense, Results-Driven Data Automation Easy to deploy, intuitive and 
scalable, AntWorks solves real-world business problems",https://www.ant.works/,FirstMark,,,,,,
Ocrolus,ML Powered Tool,Process Automation,N/A,Document Processing,"Retrieve data from any file using our document automation software, regardless of format or image quality",https://www.ocrolus.com/,FirstMark,,,,,,
Eigen,ML Powered Tool,Process Automation,N/A,Document Processing,"Eigen Technologies have developed the Eigen intelligent document processing platform to enable organizations to extract and organize the data they need to make faster, smarter decisions.",http://www.eigentech.com/,"FirstMark, Forbes50",,,,,,
AirPaper,ML Powered Tool,Process Automation,N/A,Document Processing,* Automated document extraction powered by Large Language Models,https://airpaper.ai/,ScaleVP,,,,,,
Microsoft Azure,ML Powered Tool,Process Automation,N/A,Document Processing (Images),"Extract rich information from images and analyze content with Computer 
Vision, an Azure Cognitive Service.",https://azure.microsoft.com/en-us/services/cognitive-services/computer-vision/,FirstMark,,,,,,
Explainpaper,ML Powered Tool,Process Automation,N/A,Document Processing (Scientific Literature),A better way to read academic papers.,https://www.explainpaper.com/,BWGAI,,,,,,
MonkeyLearn,ML Powered Tool,Process Automation,N/A,"Document Processing (Text, no code)",No-Code Text Analytics. Get started for free!,https://monkeylearn.com/,FirstMark,,,,,,
Google Cloud Platform,ML Powered Tool,Process Automation,N/A,Document Processing (Text),"Analyze text with AI using pre-trained API or custom AutoML machine 
learning models to extract relevant entities, understand sentiment, and 
more.",https://cloud.google.com/natural-language/,FirstMark,,,,,,
Kidaptive,ML Powered Tool,Process Automation,N/A,Education,"Kidaptive’s ALP Brings Adaptive Learning into your Educational Product, 
utilizing the latest in Learning Science to craft Personalized Learning 
Experiences",http://kidaptive.com/,FirstMark,,,,,,
KnowRe,ML Powered Tool,Process Automation,N/A,Education,"An online core math supplement for grades 1-12 helping teachers personalize 
learning for students because students don't hate math, they hate being 
frustrated.",http://www.knowre.com/,FirstMark,,,,,,
Liulishuo,ML Powered Tool,Process Automation,N/A,Education,"Liulishuo (LAIX) is a leading AI-driven education technology company. As an advocate of intelligent education, Liulishuo has an industry-leading artificial intelligence team. Its self-developed artificial intelligence English teacher, based on deep learning technology, can provide each user with personalized and adaptive learning courses.",http://www.liulishuo.com,FirstMark,,,,,,
Yuanfudao,ML Powered Tool,Process Automation,N/A,Education,"The company owns a variety of online education products such as Yuanfudao, Zebra App, Xiaoyuankousuan, Yuantiku, etc. It provides users with diversified intelligent education services such as online courses, intelligent exercises, and problem analysis, helping students complete their tasks systematically and efficiently.",http://www.yuanfudao.com,FirstMark,,,,,,
Clever,ML Powered Tool,Process Automation,N/A,Education,"Clever is a digital learning platform for K12 schools--one friendly place 
for single sign-on, messaging, analytics, and more.",https://clever.com/,FirstMark,,,,,,
Gradescope,ML Powered Tool,Process Automation,N/A,Education,"Save time grading your existing paper-based assignments and see exactly 
what your students learned, for free.",https://gradescope.com/,FirstMark,,,,,,
Knewton,ML Powered Tool,Process Automation,N/A,Education,"Knewton puts achievement within reach for everyone with adaptive 
technologies and products that deliver personalized and lasting learning 
experiences.",https://www.knewton.com/,FirstMark,,,,,,
Panorama Education,ML Powered Tool,Process Automation,N/A,Education,"Panorama Education helps educators act on data to improve student outcomes in social-emotional learning, school climate, family engagement, MTSS & more.",https://www.panoramaed.com/,FirstMark,,,,,,
Anima,ML Powered Tool,Process Automation,N/A,Figma to Code,"* Design to code, automated
- Powerful, interactive prototypes
- Seamless handoff
- Developer friendly code",www.animaapp.com,ScaleVP,,,,,,
DhiWise,ML Powered Tool,Process Automation,N/A,Figma to Code,"* A programming platform where developers can convert their designs into developer-friendly code for Mobile and web apps
- Automates the application development lifecycle and instantly generates readable, modular and reusable code.",www.dhiwise.com,ScaleVP,,,,,,
Locofy,ML Powered Tool,Process Automation,N/A,Figma to Code,"* Turn your designs into production-ready frontend <code> for mobile apps and web
- Ship products 3-4x faster with your existing design tools, tech stacks & workflow",www.locofy.ai,ScaleVP,,,,,,
Pygma,ML Powered Tool,Process Automation,N/A,"Figma to Code, Frontend","* Turn Figma designs into high-quality code
- Pygma generates the quality of code that you’d expect from a professional developer - readable and true to the design.",www.pygma.app,"ScaleVP, BWGAI",,,,,,
Sensory,ML Powered Tool,Process Automation,N/A,Large Scale Solutions (Computer Senses),"Sensory provides accurate, low-cost embedded voice and biometric Artificial 
Intelligence on the Edge. Private, fast, and no cloud computing required!",sensory.com,CAI,,,,,,
Clarifai,ML Powered Tool,Process Automation,N/A,Large Scale Solutions (Document Processing),"Analysts agree that Clarifai is the leading Computer Vision and Machine Learning AI platform for modeling unstructured image, video, text, and audio data.",http://www.clarifai.com/,FirstMark,,,,,,
Mark43,ML Powered Tool,Process Automation,N/A,"Large Scale Solutions (Government & Intelligence, Public Safety)","Mark43 provides public safety software to over 120 agencies and supports 
the entire public safety ecosystem.",https://www.mark43.com/,FirstMark,,,,,,
Tonkean,ML Powered Tool,Process Automation,N/A,Large Scale Solutions (Multi-Industry),"Tonkean transforms operations teams into Makers with an enterprise-grade, 
no-code process orchestration and automation platform.",http://tonkean.com,FirstMark,,,,,,
Instabase,ML Powered Tool,Process Automation,N/A,Large Scale Solutions (Multi-Industry),Automate your unstructured data. Unlock the value of unstructured data and transform your critical business processes with the Instabase Platform.,http://www.instabase.com,FirstMark,,,,,,
Everyprompt,ML Powered Tool,Process Automation,N/A,LLM Prompt Management,Everyprompt is a prompt-management tool for working with language models.,https://www.everyprompt.com/login,BWGAI,,,,,,
HumanLoop,ML Powered Tool,Process Automation,N/A,LLM Prompt Management,"* Make GPT–3 faster, cheaper, more effective
- Find the prompts users love and fine-tune custom models for higher performance at lower cost",www.humanloop.com,"ScaleVP, BWGAI",AI Tool,AutoML,,,,Prompt Management
Yseop,ML Powered Tool,Process Automation,N/A,"Logisitcs (Accounting, report generation)","Yseop's Augmented Analyst is an AI-powered digital colleague that automates 
report generation for highly regulated businesses; saving both time and 
money.",http://yseop.com/,FirstMark,,,,,,
Kaizan,ML Powered Tool,Process Automation,N/A,Logisitcs (workflow),"* Scale your clients faster with Kaizan
- Kaizan automates your tasks using conversation intelligence and highlights what will increase client success and revenue.",kaizan.ai,ScaleVP,,,,,,
Clara Labs,ML Powered Tool,Process Automation,N/A,Logistics (Enterprise Productivity,Clara is your partner in doing great work — a virtual employee that schedules your meetings.,https://claralabs.com/,FirstMark,,,,,,
Diffbot,ML Powered Tool,Process Automation,N/A,Logistics (Enterprise Productivity,"Transform the web into data. Diffbot automates web data extraction from any 
website using AI, computer vision, and machine learning.",https://www.diffbot.com/,FirstMark,,,,,,
Guru,ML Powered Tool,Process Automation,N/A,Logistics (Enterprise Productivity,"Get started for free with Guru, the powerful company wiki that cuts through 
chat noise to serve you the info you actually need to do your job.",https://www.getguru.com/,FirstMark,,,,,,
Pryon,ML Powered Tool,Process Automation,N/A,Logistics (Enterprise Productivity,"Enterprise AI that reads, organizes, and retrieves",https://www.pryon.com/,FirstMark,,,,,,
OpenGov,ML Powered Tool,Process Automation,N/A,Logistics (Government & Intelligence),"OpenGov is the leader in modern cloud software for our nation’s cities, 
counties, and state agencies. Schedule a demo today.",http://opengov.com/,FirstMark,,,,,,
LiveStories,ML Powered Tool,Process Automation,N/A,Logistics (Government & Intelligence),"Empowering local governments and businesses to manage change and succeed 
FORWARD.",https://www.livestories.com/,FirstMark,,,,,,
ManageBetter,ML Powered Tool,Process Automation,N/A,"Logistics (HR, Communication)","* One employee, one goal, one piece of feedback — in real time. - Management made easy. Our products help managers grow productive teams through personalized action plans, relevant career goals, and actionable feedback.",https://managebetter.com,"ScaleVP, BWGAI",,,,,,
OnLoop,ML Powered Tool,Process Automation,N/A,"Logistics (HR, Communication)","* It’s time for collaborative team development that adds up
- A radical new way to effectively drive the progress and growth of your hybrid team",www.onloop.com,"ScaleVP, BWGAI",,,,,,
AIMS,ML Powered Tool,Process Automation,N/A,Logistics (IT,Build confidence in your IT operations with Automated Anomaly Detection and Service Dependency Discovery.,https://www.aims.ai/,FirstMark,,,,,,
Data Republic,ML Powered Tool,Process Automation,N/A,Logistics (Partnerships,"With Data Republic, enterprise organizations can safely connect their data 
to the best people, apps, algorithms and data available.",https://www.datarepublic.com,FirstMark,,,,,,
Crossbeam,ML Powered Tool,Process Automation,N/A,Logistics (Partnerships,"Crossbeam is changing partnerships for the better. Our free account mapping 
tools, industry-leading network, and seamless Partner Cloud integrations 
make Crossbeam the most powerful Partner Ecosystem Platform ever created.",https://www.getcrossbeam.com/,FirstMark,,,,,,
InfoSum,ML Powered Tool,Process Automation,N/A,Logistics (Partnerships,"The InfoSum Data Clean Room powers fast, easy, and effective first-party 
data collaboration that maximizes marketing performance in a privacy-first 
world.",https://www.infosum.com/,FirstMark,,,,,,
Patent Blast,ML Powered Tool,Process Automation,N/A,Logistics (Patent drafting),"* An automated patent drafting software 
- Helps patent professionals generate high-quality specification and drawings based on manually drafted claims.",https://patentblast.com/,ScaleVP,,,,,,
Scortex,ML Powered Tool,Process Automation,N/A,Logistics (Quality Assurance),"Advanced Quality Automation for your visual inspection. Intelligent Quality 
Control by Deep Learning and Industrial Vision.",http://scortex.io/,FirstMark,,,,,,
Tessian,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"A behavioral based approach to preventing advanced threats and protecting 
against data loss on email.",https://www.tessian.com/,FirstMark,,,,,,
BigID,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,Know Your Data. Control Your Data.,http://www.bigid.com,FirstMark,,,,,,
ComplyAdvantage,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"Discover ComplyAdvantage solutions where we automate manual labor-intensive 
processes and significantly minimize false-positive hit rate.",http://www.complyadvantage.com,FirstMark,,,,,,
Ethyca,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"Ethyca is a data privacy software company committed to restoring user trust 
on the internet by automating end-to-end privacy rights fulfillment. Book a 
demo.",http://www.ethyca.com,FirstMark,,,,,,
OneTrust,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"Our Trust Intelligence Platform helps organizations connect data, teams, 
and processes. Discover how OneTrust builds and operationalizes trust in 
business.",http://www.onetrust.com,FirstMark,,,,,,
Securiti.ai,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"Confidently innovate with data, by creating a layer of autonomous & unified 
data intelligence and controls for data security, privacy, governance & 
compliance,across hybrid multicloud.",http://www.securiti.ai,FirstMark,,,,,,
Text IQ,ML Powered Tool,Process Automation,N/A,Logistics (RegTech & Compliance,"Reduce risk with Relativity's artificial intelligence product set. Identify 
and protect PII, PHI, and other personal information during e-discovery, 
DSARs, second requests, and more.",https://www.textiq.com/,FirstMark,,,,,,
Postearly,ML Powered Tool,Process Automation,N/A,Logistics (social management),The Community Manager of the Community Manager,https://postearly.app/ai,BWGAI,,,,,,
Hootsuite,ML Powered Tool,Process Automation,N/A,Logistics (Social Media),"Save time and grow on social with Hootsuite, your all-in-one social media 
scheduler, manager, and analytics secret weapon. Give it a try for free!",https://hootsuite.com/,FirstMark,,,,,,
Orby,ML Powered Tool,Process Automation,N/A,Logistics (Task Automation & Virtual Assistant),"* AI that saves you time
- 60% of jobs have at least 30% of the work that is repetitive and automatable. Orby AI observes and learns from users’ day to day work and automatically creates the scripts to automate both rules based tasks and more complex tasks that require AI and ML.",www.datagen.tech,ScaleVP,,,,,,
Timely,ML Powered Tool,Process Automation,N/A,Logistics (Task Automation & Virtual Assistant),"* Scheduling has never been this simple
- You want your work to flow smoothly. But managing appointments can be a lot of work. With timelyAI you can organize your entire schedule via WhatsApp — it’s as easy as texting with a friend",www.timelyai.com,ScaleVP,,,,,,
Xembly,ML Powered Tool,Process Automation,N/A,Logistics (Task Automation & Virtual Assistant),"* Make every day meaningful
- An automated chief of staff to handle the tasks that slow you down.",www.xembly.com,ScaleVP,,,,,,
Matroid,ML Powered Tool,Process Automation,N/A,"Logistics (Workflow, Manufacturing Safety)","Matroid uses computer vision to search live streams and recorded video to recognize people, events and objects. Its software helps enterprise clients in construction, manufacturing and security settings by providing real-time notifications that support efficiency, safety and regulatory compliance. Matroid's technology can be deployed in the cloud or on-premise and will work with most existing cameras.",,FORBES50,,,,,,
Osaro,ML Powered Tool,Process Automation,N/A,"Logistics (Workflow, Robotics, Warehouse)",Robotics Solutions for Warehouse Automation,http://www.osaro.com/,FirstMark,,,,,,
Cognite,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Enable data-driven decisions and intelligent workflow automation with our 
core Industrial DataOps platform, Cognite Data Fusion.",http://cognite.com,FirstMark,,,,,,
Workato,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Workato, a leader in Gartner MQ, is more than an iPaaS. It's an Intelligent 
Automation platform that can be used by both Business and IT. It supports 
thousands of enterprise and workflow usecases so you can automate 
everything.",http://www.workato.com,FirstMark,,,,,,
Zinier,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Zinier builds customizable field service management software that enables 
you to create the field service workflows you need, without touching a line 
of code.",http://www.zinier.com,FirstMark,,,,,,
Catalytic,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"PagerDuty's Digital Operations Platform will expand to support 
business-critical workflows across the enterprise by automating manual 
toil. Learn more.",https://catalytic.com/,FirstMark,,,,,,
Accelirate,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Automate all your repetitive tasks with Artificial intelligence and RPA. 
Our intelligent automation boost productivity and help you gain the maximum 
ROI.",https://www.accelirate.com/,FirstMark,,,,,,
atSpoke,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"atSpoke helps your team deliver amazing employee support with modern 
ticketing, self-service AI, and an unrivaled Slack integration.",https://www.atspoke.com/,FirstMark,,,,,,
Automation Anywhere,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Automation Anywhere Platform, delivers secure enterprise automation 
alongside process intelligence to improve operational efficiency, 
accelerate business processes and increase cost savings.",https://www.automationanywhere.com/,FirstMark,,,,,,
EdgeVerve,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"EdgeVerve, a wholly-owned subsidiary of Infosys, offers enterprise software 
platforms and solutions on Robotic Process Automation (RPA), Artificial 
Intelligence (AI) and Banking.",https://www.edgeverve.com/,FirstMark,,,,,,
FortressIQ,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Process Discovery provides tools and best practices for the automation of 
the process discovery process by integrating existing solutions for 
business process management, process mining, and graphical modeling.",https://www.fortressiq.com/,FirstMark,,,,,,
Kyron Systems,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Nintex RPA is an RPA Software that helps you to leverage trained bots to 
quickly and cost-effectively automate routine tasks.",https://www.kryonsystems.com/,FirstMark,,,,,,
Redwood,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Redwood offers digital transformation services and software solutions for 
businesses. We automate manual tasks so your people can focus on adding 
value.",https://www.redwood.com/,FirstMark,,,,,,
UiPath,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Automation is shifting from a tool to a way of operating and a way of 
innovating. See how the UiPath Business Automation Platform delivers 
automation-fueled transformation. The leader in RPA & Automation.",https://www.uipath.com/,FirstMark,,,,,,
WorkFusion,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Intelligent Automation for top enterprises & regulated industries. 
AI-enabled digital workers increase team capacity, customer satisfaction 
and compliance.",https://www.workfusion.com/,FirstMark,,,,,,
Aibee,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Aibee integrates computer vision, speech recognition, natural language understanding, big data analysis, robotics and other multi-modal artificial intelligence technologies, based on the strategic route of ""precision retail + smart space"" two-wheel drive, to help offline achieve comprehensive digitalization and move towards intelligence To promote the realization of the ultimate goal of ""OOO"" through standardized operation, management and access",http://www.aibee.com,FirstMark,,,,,,
Airtable,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Airtable is a low-code platform for building collaborative apps. Customize 
your workflow, collaborate, and achieve ambitious outcomes. Get started for 
free.",https://airtable.com/,FirstMark,,,,,,
Mem AI,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Introducing the world's first self-organizing workspace. Mem is the easiest way to capture, share, and make use of knowledge.",https://get.mem.ai/,BWGAI,,,,,,
Fermat,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),Unstuck your brainstorming with AI on a spatial canvas.,https://fermat.ws/,BWGAI,,,,,,
Bardeen,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Bardeen saves you time by automating repetitive tasks with a shortcut.
It combines a powerful workflow builder, AI-based recommendations, and contextual automations.",https://www.bardeen.ai/,BWGAI,,,,,,
Pega,ML Powered Tool,Process Automation,N/A,Logistics (Workflow),"Pega's low-code platform frees the world's leading organizations to adapt 
to change. Pega's AI-powered decisioning and workflow automation let you 
maximize value, simplify service, and boost efficiency. Pega simplifies 
your technology from the center out, one customer journey at a time.",pega.com,CAI,,,,,,
Wolfram Alpha,ML Powered Tool,Process Automation,N/A,Math,"Compute answers using Wolfram's breakthrough technology & knowledgebase, 
relied on by millions of students & professionals. For math, science, 
nutrition, history, geography, engineering, mathematics, linguistics, 
sports, finance, music…",https://www.wolframalpha.com/,FirstMark,,,,,,
Lightricks,ML Powered Tool,Process Automation,N/A,Media Transformation,"Experience the magic of creating with the best tools and services for 
creators: Facetune 2, Videoleap, Linkinbio & Photoleap. Check it out now!",http://www.lightricks.com,FirstMark,,,,,,
